Row #,Food,Glycemic Load,Diabetic Carb Choices,Serving Size grams,serving oz,Avail. Carb per serving,Reformat GI(Col C) for calculation
1103,Pizza; plain baked dough; served with parmesan cheese and tomato sauce (Italy),21.6,1.8,100,3.53,27,80
1104,Pizza; Super Supreme; pan (11.4% fat) (Pizza Hut; Sydney; NSW; Australia),8.6,1.6,100,3.53,24,36
1105,Pizza; Super Supreme; thin and crispy (13.2 % fat) (Pizza Hut; Australia),6.6,1.5,100,3.53,22,30
1106,Pizza; Vegetarian Supreme; thin and crispy (7.8 % fat) (Pizza Hut; Australia)6,12.3,1.7,100,3.53,25,49
1107,Sausages; NS8 (Canada),0.8,0.2,100,3.53,3,28
1108,Sirloin chop with mixed vegetables and mashed potato; home made (Australia),35,3.5,360,12.7,53,66
1109,Spaghetti bolognaise; home made (Australia),25,3.2,360,12.7,48,52
1110,Stirfried vegetables with chicken and boiled white rice; home made (Australia),54.8,5,360,12.7,75,73
1111,Sushi,,,,,,
1112,Sushi; salmon (from 'I Love Sushi' chain store; Sydney; NSW; Australia)6,17.3,2.4,100,3.53,36,48
1113,Sushi; roasted sea algae; vinegar and rice (Japan),20.4,2.5,100,3.53,37,55
1114,Mean of two studies,19.2,2.5,100,3.53,37,52
1115,White boiled rice; grilled beefburger; cheese; and butter (France),13.5,3.3,440,15.52,50,27
1116,White boiled rice; grilled beefburger; cheese and butter (France),11,3.3,440,15.52,50,22
1117,Mean in two groups of subjects,12.5,3.3,440,15.52,50,25
1118,White bread with toppings,,,,,,
1119,White wheat flour bread; butter; cheese; regular cow's milk and fresh cucumber (Sweden)6,37.4,4.5,200,7.05,68,55
1120,White wheat flour bread; butter; yoghurt and pickled cucumber (Sweden)6,10.9,1.9,200,7.05,28,39
1121,White bread with butter (Canada),28.3,3.2,100,3.53,48,59
1122,White bread with skim milk cheese (Canada),25.9,3.1,100,3.53,47,55
1123,White bread with butter and skim milk cheese (Canada),23.6,2.5,100,3.53,38,62
1124,White/wholemeal wheat bread with peanut butter (Canada),22.4,2.9,100,3.53,44,51
1125,White/wholemeal wheat bread with peanut butter (Canada),29.5,2.9,100,3.53,44,67
1126,mean of two studies,26,2.9,100,3.53,44,59
1128,NUTRITIONAL SUPPORT PRODUCTS,,,,,,
1129,Choicedm?; vanilla (Mead Johnson Nutritionals; Evansville; IN; US),5.5,1.6,237mL,8.36,24,23
1130,Enercal Plus?; made from powder (Wyeth-Ayerst International Inc.; Madison; NJ; US),24.4,2.7,237mL,8.36,40,61
1131,Ensure? (Abbott Australasia; Kurnell; NSW; Australia),20,2.7,237mL,8.36,40,50
1132,Ensure?; vanilla (Abbott Australasia),16.3,2.3,250mL,8.82,34,48
1133,Ensure? bar; chocolate fudge brownie (Abbott Australasia),8.6,1.3,38,1.34,20,43
1134,Ensure Plus?; vanilla (Abbott Australasia),18.8,3.1,237mL,8.36,47,40
1135,Ensure Pudding?; old fashioned vanilla (Abbott Laboratories Inc.; Ashland; OH; USA),9.4,1.7,113,3.99,26,36
1136,Glucerna?; vanilla (Abbott Laboratories Inc.; USA)6,7.1,1.5,237mL,8.36,23,31
1137,Jevity? (Abbott Australasia),17.3,2.4,237mL,8.36,36,48
1138,Resource Diabetic?; French vanilla (Novartis Nutrition Corp.; Young America; MN; USA)6,7.8,1.5,237mL,8.36,23,34
1139,Resource Diabetic?; Swiss chocolate (Novartis; Auckland; New Zealand),6.6,2.7,237mL,8.36,41,16
1140,Resource? thickened orange juice; honey consistency (Novartis; New Zealand),18.3,2.6,237mL,8.36,39,47
1141,Resource? thickened orange juice; nectar consistency (Novartis; New Zealand),19.4,2.4,237mL,8.36,36,54
1142,Resource? fruit beverage; peach flavour (Novartis; New Zealand),16.4,2.7,237mL,8.36,41,40
1143,Sustagen?; Dutch Chocolate (Mead Johnson; Bristol Myers Squibb; Rydalmere; NSW; Australia),12.7,2.7,250mL,8.82,41,31
1144,Sustagen? Hospital with extra fiber; drink made from powdered mix (Mead Johnson; Australia),14.5,2.9,250mL,8.82,44,33
1145,Sustagen? Instant Pudding; vanilla; made from powdered mix (Mead Johnson; Australia),12.7,3.1,250,8.82,47,27
1146,Ultracal? with fiber (Mead Johnson; Evansville; IN; USA),11.6,1.9,237 mL,8.36,29,40
1148,PASTA and NOODLES,,,,,,
1149,Capellini (Primo Foods Ltd.; Toronto; Canada),20.3,3,180,6.35,45,45
1150,Corn pasta; gluten-free (Orgran Natural Foods; Carrum Downs; Vic; Australia),32.8,2.8,180,6.35,42,78
1151,Fettucine; egg,,,,,,
1152,Fettucine; egg,14.7,3.1,180,6.35,46,32
1153,Fettucine; egg (Mother Earth Fine Foods; Rowville; Vic; Australia),21.6,3.1,180,6.35,46,47
1154,mean of two studies,18.4,3.1,180,6.35,46,40
1155,Gluten-free pasta; maize starch; boiled 8 min (UK),22.7,2.8,180,6.35,42,54
1156,Gnocchi; NS8 (Latina; Pillsbury Australia Ltd.; Mt. Waverley; Vic; Australia),32.6,3.2,180,6.35,48,68
1157,Instant noodles,,,,,,
1158,Instant 'two-minute' noodles; Maggi? (Nestl?; Sydney; NSW; Australia),,,,,,46
1159,Instant 'two-minute' noodles; Maggi? (Nestl?; Auckland; New Zealand),,,,,,48
1160,Instant noodles (Mr Noodle; Vancouver; Canada),,,,,,47
1161,mean of three studies,18.8,2.7,180,6.35,40,47
1162,Linguine,,,,,,
1163,Thick; durum wheat; white; fresh (Sweden),20.6,3.2,180,6.35,48,43
1164,Thick; fresh; durum wheat flour; 0.6% w/w monoglycerides; boiled 8 min (Sweden),23,3.2,180,6.35,48,48
1165,mean of two studies,22.1,3.2,180,6.35,48,46
1166,Thin; durum wheat (Sweden),23.5,3.2,180,6.35,48,49
1167,Thin; fresh; durum wheat flour; 0.6% w/w monoglycerides; boiled 3 min (Sweden),29.3,3.2,180,6.35,48,61
1168,Thin; fresh; durum wheat with 39% w/w egg; (Sweden),18.5,2.7,180,6.35,41,45
1169,Thin; fresh; with 0.6% w/w monoglycerides and 30% w/w egg; boiled 3 min (Sweden),21.7,2.7,180,6.35,41,53
1170,mean of four studies,23.4,3,180,6.35,45,52
1171,Mung bean noodles,,,,,,
1172,Lungkow beanthread noodles (National Cereals; Oils & Foodstuffs; Qingdao & Guangdong; China),11.7,3,180,6.35,45,26
1173,Mung bean noodles (Longkou beanthread); dried; boiled (Yantai cereals; China),17.6,3,180,6.35,45,39
1174,mean of two studies,,,,,,33
1175,Macaroni,,,,,,
1176,Macaroni; plain; boiled 5 min (Lancia-Bravo Foods Ltd.; Canada),22.1,3.3,180,6.35,49,45
1177,Macaroni; plain; boiled (Turkey),23.5,3.3,180,6.35,49,48
1178,mean of two studies,22.6,3.2,180,6.35,48,47
1179,Macaroni and Cheese; boxed (Kraft General Foods Canada Inc.; Don Mills; Ontario),32.6,3.4,180,6.35,51,64
1180,Ravioli; durum wheat flour; meat filled; boiled (Australia),14.8,2.5,180,6.35,38,39
1181,Rice noodles/pasta,,,,,,
1182,Rice noodles; dried; boiled (Thai World; Bangkok; Thailand),23.8,2.6,180,6.35,39,61
1183,Rice noodles; freshly made; boiled (Sydney; NSW; Australia),15.6,2.6,180,6.35,39,40
1184,Rice pasta; brown; boiled 16 min (Rice Grower's Co-op.; Leeton; NSW; Australia),35,2.5,180,6.35,38,92
1185,Rice and maize pasta; gluten-free; Ris'O'Mais (Orgran Foods; Carrum Downs; Vic; Australia),37.2,3.3,180,6.35,49,76
1186,Rice vermicelli; Kongmoon (National Cereals; Oils & Foodstuffs; China),22.6,2.6,180,6.35,39,58
1187,Spaghetti,,,,,,
1188,Spaghetti; gluten-free; rice and split pea; canned in tomato sauce (Orgran Foods; Australia),18.4,1.8,220,7.76,27,68
1189,Spaghetti; protein enriched; boiled 7 min (Catelli Plus; Catelli Ltd.; Montreal; Canada),14,3.5,180,6.35,52,27
1190,Spaghetti; white; boiled 5 min,,,,,,
1191,Boiled 5 min (Lancia-Bravo Foods Ltd.; Canada),15.4,3.2,180,6.35,48,32
1192,Boiled 5 min (Canada),16.3,3.2,180,6.35,48,34
1193,Boiled 5 min (Canada),19.2,3.2,180,6.35,48,40
1194,Boiled 5 min (Middle East),21.1,3.2,180,6.35,48,44
1195,mean of four studies,18.2,3.2,180,6.35,48,38
1196,Spaghetti; white or type NS; boiled 10-15 min,,,,,,
1197,White; durum wheat; boiled 10 min in salty water (Barilla; Parma; Italy)12,27.8,3.2,180,6.35,48,58
1198,White; durum wheat flour; boiled 12 min (Starhush?lls; Kungs?rnen AB; J?rna; Sweden),22.6,3.2,180,6.35,48,47
1199,White; durum wheat flour; 0.6% w/w monoglycerides; boiled 12 min (Sweden),25.4,3.2,180,6.35,48,53
1200,Boiled 15 min (Lancia-Bravo Foods Ltd.; Canada),15.4,3.2,180,6.35,48,32
1201,Boiled 15 min (Lancia-Bravo Foods Ltd.; Canada),17.3,3.2,180,6.35,48,36
1202,Boiled 15 min (Canada),19.7,3.2,180,6.35,48,41
1203,White; boiled 15 min in salted water (Unico; Concord; Canada),21.1,3.2,180,6.35,48,44
1204,mean of seven studies,21.1,3.2,180,6.35,48,44
1205,Spaghetti; white or type NS8; boiled 20 min,,,,,,
1206,White; durum wheat; boiled 20 min (Australia),25.5,2.9,180,6.35,44,58
1207,Durum wheat; boiled 20 min (USA),27.5,2.9,180,6.35,43,64
1208,mean of two studies,26.8,2.9,180,6.35,44,61
1209,Spaghetti; white; boiled,,,,,,
1210,White (Denmark),15.8,3.2,180,6.35,48,33
1211,White; durum wheat (Catelli Ltd; Montreal; Canada),16.3,3.2,180,6.35,48,34
1212,White (Australia),16.7,2.9,180,6.35,44,38
1213,White (Canada),20.2,3.2,180,6.35,48,42
1214,White (Canada),23,3.2,180,6.35,48,48
1215,White (Vetta; Greens Foods; Glendenning; NSW; Australia),21.6,2.9,180,6.35,44,49
1216,White (Canada),24,3.2,180,6.35,48,50
1217,mean of seven studies,19.7,3.1,180,6.35,47,42
1218,Spaghetti; white; durum wheat semolina (Panzani; Marseilles; France),,,,,,
1219,Boiled in 0.7% salted water for 11 min,28.3,3.2,180,6.35,48,59
1220,Boiled in 0.7% salted water for 16.5 min,31.2,3.2,180,6.35,48,65
1221,Boiled in 0.7% salted water for 22 min,22.1,3.2,180,6.35,48,46
1222,mean of three cooking times,27.4,3.2,180,6.35,48,57
1223,Spaghetti; wholemeal; boiled,,,,,,
1224,Wholemeal (USA),14.1,2.9,180,6.35,44,32
1225,Wholemeal (Canada),16.8,2.7,180,6.35,40,42
1226,mean of two studies,15.5,2.8,180,6.35,42,37
1227,Spirali; durum wheat; white; boiled to al dent? texture (Vetta; Australia),18.9,2.9,180,6.35,44,43
1228,Split pea and soya pasta shells; gluten-free (Orgran Foods; Australia),9,2.1,180,6.35,31,29
1229,Star Pastina; white; boiled 5 minutes (Lancia-Bravo Foods Ltd.; Canada),18.2,3.2,180,6.35,48,38
1230,Tortellini; cheese (Stouffer; Nestl?; Don Mills; Canada),10.5,1.4,180,6.35,21,50
1231,Udon noodles; plain; reheated 5 min (Fantastic; Windsor Gardens; SA; Australia)6,29.8,3.2,180,6.35,48,62
1232,Vermicelli; white; boiled (Australia),15.4,2.9,180,6.35,44,35
1234,SNACK FOODS AND CONFECTIONERY,,,,,,
1235,Burger Rings?; barbeque-flavored (Smith's Snack Food Co.; Chatswood; NSW; Australia),27.9,2.1,50,1.76,31,90
1236,Chocolate; milk; plain,,,,,,
1237,Chocolate; milk; plain with sucrose (Belgium)6,7.5,1.5,50,1.76,22,34
1238,Chocolate; milk (Cadbury's Confectionery; Ringwood; Vic; Australia),14.7,2,50,1.76,30,49
1239,Chocolate; milk; Dove? (Mars Confectionery; Ballarat; Vic; Australia),13.5,2,50,1.76,30,45
1240,Chocolate; milk (Nestl?; Sydney; NSW; Australia),13,2.1,50,1.76,31,42
1241,mean of four studies,12,1.9,50,1.76,28,43
1242,Chocolate; milk; plain; low-sugar with maltitol (Belgium)6,7.7,1.5,50,1.76,22,35
1243,Chocolate; white; Milky Bar? (Nestl?; Australia),12.8,1.9,50,1.76,29,44
1244,Corn chips,,,,,,
1245,Corn chips; plain; salted (Doritos? original; Smith's Snack Food Co.; Australia; 1998),10.5,1.7,50,1.76,25,42
1246,Corn chips; plain; salted (Doritos? original; Smith's Snack Food Co.; Australia; 1985),18,1.7,50,1.76,25,72
1247,Nachips? (Old El Paso Foods Co.; Canada),21.5,1.9,50,1.76,29,74
1248,mean of three studies,16.4,1.7,50,1.76,26,63
1249,Fruit Bars,,,,,,
1250,Apricot filled fruit bar (pureed dried apricot filling in wholemeal pastry) (Mother Earth; Auckland; New Zealand),17,2.3,50,1.76,34,50
1252,Heinz Kidz? Fruit Fingers; banana (HJ Heinz; Malvern; Vic; Australia),12.2,1.3,30,1.06,20,61
1253,Real Fruit Bars; strawberry (Uncle Toby's; Wahgunyah; Vic; Australia),23.4,1.7,30,1.06,26,90
1254,Roll-Ups?; processed fruit snack (Uncle Toby's; Australia),24.8,1.7,30,1.06,25,99
1255,Fruity Bitz?; vitamin and mineral enriched dried fruit snacks,,,,,,
1256,Fruity Bitz?; apricot (Blackmores Ltd.; Balgowlah; NSW; Australia),5,0.8,15,0.53,12,42
1257,Fruity Bitz?; berry (Blackmores Ltd.; Australia),4.2,0.8,15,0.53,12,35
1258,Fruity Bitz?; tropical (Blackmores Ltd.; Australia),4.5,0.7,15,0.53,11,41
1259,mean of three flavours,4.7,0.8,15,0.53,12,39
1260,Jelly beans,,,,,,
1261,Jelly beans; assorted colors (Allen's; Nestle; Sydney; NSW; Australia),,,,,,80
1262,Jelly beans; assorted colors (Savings; Grocery Holdings; Tooronga; Vic; Australia),,,,,,76
1263,mean of two studies,21.8,1.9,30,1.06,28,78
1264,Kudos Whole Grain Bars; chocolate chip (M & M/Mars; Hackettstown; NJ; USA),19.8,2.1,50,1.76,32,62
1265,Life Savers?; peppermint candy (Nestl?; Australia),21,2,30,1.06,30,70
1266,M & M's?; peanut (Mars Confectionery; Australia),5.6,1.1,30,1.06,17,33
1267,Mars Bar?,,,,,,
1268,Mars Bar? (Mars Confectionery; Australia),24.8,2.7,60,2.12,40,62
1269,Mars Bar? (M&M/Mars; USA),27.2,2.7,60,2.12,40,68
1270,mean of two studies,26,2.7,60,2.12,40,65
1271,Muesli bar containing dried fruit (Uncle Toby's; Australia),12.8,1.4,30,1.06,21,61
1272,Nougat; Jijona (La Fama; Spain),3.8,0.8,30,1.06,12,32
1273,Nutella?; chocolate hazelnut spread (Ferrero Australia; Milson's Point; NSW; Australia),4,0.8,20,0.71,12,33
1274,Nuts,,,,,,
1275,Cashew nuts; salted (Coles Supermarkets; Australia)6,2.9,0.9,50,1.76,13,22
1276,Peanuts,,,,,,
1277,Peanuts; crushed (South Africa)6,0.3,0.3,50,1.76,4,7
1278,Peanuts (Canada)6,0.9,0.5,50,1.76,7,13
1279,Peanuts (Mexico)6,1.6,0.5,50,1.76,7,23
1280,mean of three studies,0.8,0.4,50,1.76,6,14
1281,Popcorn,,,,,,
1282,Popcorn; plain; cooked in microwave oven (Green's Foods; Glendenning; NSW; Australia),6.1,0.7,20,0.71,11,55
1283,Popcorn; plain; cooked in microwave oven (Uncle Toby's; Australia),9.8,0.7,20,0.71,11,89
1284,mean of two studies,7.9,0.7,20,0.71,11,72
1285,Pop Tarts?; double choc (Kellogg's; Pagewood; NSW; Australia),24.5,2.3,50,1.76,35,70
1286,Potato crisps,,,,,,
1287,Potato crisps; plain; salted (Arnott's; Homebush; NSW; Australia),10.3,1.2,50,1.76,18,57
1288,Potato crisps; plain; salted (Canada),12.2,1.6,50,1.76,24,51
1289,mean of two studies,11.3,1.4,50,1.76,21,54
1290,Pretzels; oven-baked; traditional wheat flavour (Parker's; Smith's Snack Food Co.; Australia),16.6,1.3,30,1.06,20,83
1291,Skittles? (Mars Confectionery; Australia),31.5,3,50,1.76,45,70
1292,Snack bars,,,,,,
1293,Snack bar; Apple Cinnamon (Con Agra Inc.; Omaha; NE; USA),11.6,1.9,50,1.76,29,40
1294,Snack bar; Peanut Butter & Choc-Chip (Con Agra Inc.; USA),10,1.8,50,1.76,27,37
1295,Snickers Bar?,,,,,,
1296,Snickers Bar? (Mars Confectionery; Australia),14.8,2.4,60,2.12,36,41
1297,Snickers Bar? (M&M/Mars; USA),23.1,2.3,60,2.12,34,68
1298,mean of two studies,19.3,2.3,60,2.12,35,55
1299,Twisties?; cheese-flavoured; extruded snack; rice and corn (Smith's Snackfood Co.; Australia),21.5,1.9,50,1.76,29,74
1300,Twix? Cookie Bar; caramel (M&M/Mars; USA),17.2,2.6,60,2.12,39,44
1302,SPORTS BARS,,,,,,
1303,Power Bar?,,,,,,
1304,Power Bar?; chocolate (Powerfood Inc.; Berkeley; CA; USA),,,,,,58
1305,Power Bar?; chocolate (Powerfood Inc.; Berkeley; CA; USA),,,,,,53
1306,mean of two studies,23.5,2.8,65,2.29,42,56
1307,Ironman PR bar?; chocolate (PR Nutrition; San Diego; CA; USA),10.1,1.7,65,2.29,26,39
1309,SOUPS,,,,,,
1310,Black Bean (Wil-Pack Foods; San Pedro; CA; USA),17.3,1.8,250,8.82,27,64
1311,Green Pea; canned (Campbell Soup Co Ltd.; Toronto; Canada),27.1,2.7,250,8.82,41,66
1312,Lentil; canned (Unico; Concord; Canada),9.2,1.4,250,8.82,21,44
1313,Minestrone; Traditional; Country Ladle? (Campbell's Soups; Homebush; NSW; Australia)6,7,1.2,250,8.82,18,39
1314,Noodle soup (traditional Turkish soup with stock and noodles),0.1,0.6,250,8.82,9,1
1315,Split Pea (Wil-Pak Foods; USA),16.2,1.8,250,8.82,27,60
1316,Tarhana soup (traditional Turkish soup with wheat flour; yoghurt; tomato; peppers),,,,,,20
1317,Tomato soup (Canada),6.5,1.1,250,8.82,17,38
1319,SUGARS AND SUGAR ALCOHOLS,,,,,,
1320,Blue Agave cactus nectar; high-fructose,,,,,,
1321,Organic Agave Cactus Nectar; light; 90% fructose (Western Commerce Corp.; City of Industry; CA; USA)6,0.9,0.5,10,0.35,8,11
1323,Organic Agave Cactus Nectar; light; 97% fructose (Western Commerce Corp.; USA)6,0.8,0.5,10,0.35,8,10
1324,Fructose,,,,,,
1325,25g portion (Sweeten Less; Maximum Nutrition Inc.; Toronto; Canada)6,,,,,,11
1326,50g portion (Sweeten Less; Maximum Nutrition Inc.; Toronto; Canada),,,,,,12
1327,50g portion,,,,,,20
1328,50g portion,,,,,,21
1329,50g portion (Sigma Chemical Company; St. Louis; MO; USA),,,,,,24
1330,25g portion; fed with oats28,,,,,,25
1331,mean of six studies,1.9,0.7,10,0.35,10,19
1332,Glucose,,,,,,
1333,50 g portion (dextrose),,,,,,85
1334,25g portion; fed with oats28,,,,,,92
1335,50 g portion,,,,,,93
1336,50 g portion (dextrose),,,,,,96
1337,50 g portion,,,,,,96
1338,50 g portion (Bio-Health; Dawson Traders Ltd.; Toronto; Canada),,,,,,96
1339,50 g portion,,,,,,100
1340,50 g portion (Glucodin? glucose tablets; Boots; North Ryde; NSW; Australia),,,,,,102
1341,25 g portion (Bio-Health; Canada)6,,,,,,103
1342,50 g portion (dextrose),,,,,,111
1343,100 g portion (Bio-Health; Canada)12,,,,,,114
1344,mean of 11 studies,9.9,0.7,10,0.35,10,99
1345,Glucose consumed with American ginseng (Panax quinquefolius L.),,,,,,
1346,25 g glucose (Glucodex solution; Rougier Inc.; Chambly; Quebec) with 3 g dried ginseng5,7.8,0.7,10,0.35,10,78
1347,25 g glucose (Glucodex) 40 min after 3 g dried ginseng5,,,,,,80
1348,25 g glucose (Glucodex) 40 min before 3 g dried ginseng5,,,,,,76
1349,mean in two groups of subjects,7.8,0.7,10,0.35,10,78
1350,Glucose consumed with gum/fiber,,,,,,
1351,46 g Glucose + 15 g apple and orange fiber extract (FITA; Chatswood; NSW; Australia) (total carbohydrate content of drink = 50 g),6.3,0.5,10,0.35,8,79
1353,50 g Glucose + 14.5 g guar gum,6.2,0.7,10,0.35,10,62
1354,50 g Glucose + 14.5 g oat gum (78% oat Ê-glucan),5.7,0.7,10,0.35,10,57
1355,100 g Glucose + 20 g acacia gum7,8.5,0.7,10,0.35,10,85
1356,Glucose consumed with a mixed meal,,,,,,
1357,30 g glucose with 150 g grilled beefburger; 30 g cheese; 10 g butter (total meal contained 50 g carbohydrate) (France)(sulphonylureas not taken),,,,,,55
1359,30 g glucose with 150 g grilled beefburger; 30 g cheese; 10 g butter (total meal contained 50 g carbohydrate) (France)(sulphonylureas not taken),,,,,,57
1361,mean in two groups of subjects,19.6,2.3,250,8.82,35,56
1362,Honey,,,,,,
1363,Locust honey (Romania)6,6.7,1.4,25,0.88,21,32
1364,Yellow box (46% fructose) (Australia)6,6.3,1.2,25,0.88,18,35
1365,Stringy Bark (52% fructose) (Australia)6,9.2,1.4,25,0.88,21,44
1366,Red Gum (35% fructose) (Australia)6,8.3,1.2,25,0.88,18,46
1367,Iron Bark (34% fructose) (Australia)6,7.2,1,25,0.88,15,48
1368,Yapunya (42 % fructose) (Australia)6,8.8,1.1,25,0.88,17,52
1369,Pure (Capilano Honey Ltd.; Richlands; Qld; Australia),12.2,1.4,25,0.88,21,58
1370,Commercial Blend (38% fructose) (WA blend; Capilano Honey Ltd.; Australia)6,11.2,1.2,25,0.88,18,62
1371,Salvation Jane (32% fructose) (Australia)6,9.6,1,25,0.88,15,64
1372,Commercial Blend (28% fructose) (NSW blend; Capilano Honey Ltd.; Australia)6,9.4,0.9,25,0.88,13,72
1373,Honey; NS8 (Canada)6,18.3,1.4,25,0.88,21,87
1374,mean of 11 types of honey,9.9,1.2,25,0.88,18,55
1375,Lactose,,,,,,
1376,50 g lactose (Sigma Chemical Company; USA),,,,,,43
1377,25 g lactose (BDH; Poole; UK)6,,,,,,48
1378,25 g lactose28,,,,,,48
1379,mean of three studies,4.6,0.7,10,0.35,10,46
1380,50 g maltose,10.5,0.7,10,0.35,10,105
1381,Sucrose,,,,,,
1382,50 g sucrose (Sigma Chemical Company; USA),,,,,,58
1383,50 g sucrose (Redpath Sugars; Toronto; Canada),,,,,,58
1384,50 g sucrose,,,,,,59
1385,50 g sucrose,,,,,,60
1386,25 g sucrose (Redpath Sugars; Canada)6,,,,,,60
1387,25 g sucrose28,,,,,,64
1388,50 g sucrose,,,,,,65
1389,100 g sucrose (Redpath Sugars; Canada)12,,,,,,65
1390,30 g sucrose29,,,,,,82
1391,25 g sucrose6,,,,,,110
1392,mean of 10 studies,6.8,0.7,10,0.35,10,68
1393,Sugar alcohols and sugar-replacement compounds,,,,,,
1394,Lactitol,,,,,,
1395,25 g lactitol30,,,,,,-1
1396,25 g lactitol MC (Danisco sweeteners; Redhill; Surrey; UK)30,,,,,,3
1397,mean of two studies,0.2,0.7,10,0.35,10,2
1398,Litesse,,,,,,
1399,25 g Litesse II; bulking agent with polydextrose and sorbitol (Danisco Sweeteners; UK)30,0.7,0.7,10,0.35,10,7
1400,25 g Litesse III ultra; bulking agent with polydextrose and sorbitol (Danisco Sweeteners; UK)30,0.4,0.7,10,0.35,10,4
1401,Maltitol-based sweeteners or bulking agents,,,,,,
1402,25 g Malbit CR (87% maltitol) (Cerestar; Vilvoorde; Belgium)30,3,0.7,10,0.35,10,30
1403,25 g Maltidex 100 (> 72% maltitol) (Cerestar; Vilvoorde; Belgium)30,4.4,0.7,10,0.35,10,44
1404,25 g Malbit CH (99% maltitol) (Cerestar; Vilvoorde; Belgium)30,7.3,0.7,10,0.35,10,73
1405,25 g Maltidex 200 (50% maltitol) (Cerestar; Vilvoorde; Belgium)30,8.9,0.7,10,0.35,10,89
1406,Xylitol,,,,,,
1407,25 g xylitol30,,,,,,7
1408,25 g Xylitol C (Danisco Sweeteners; UK)30,,,,,,8
1409,mean of two studies,0.8,0.7,10,0.35,10,8
1411,VEGETABLES,,,,,,
1413,Green peas,,,,,,
1414,Pea; frozen; boiled (Canada)6,2.7,0.5,80,2.82,7,39
1415,Pea; frozen; boiled (Canada)6,3.6,0.5,80,2.82,7,51
1416,Pea; green (Pisum Sativum) (India)11,3.8,0.5,80,2.82,7,54
1417,mean of three studies,3.4,0.5,80,2.82,7,48
1418,Pumpkin (South Africa),3,0.3,80,2.82,4,75
1419,Sweet corn,,,,,,
1420,Sweet corn; 'Honey & Pearl' variety (New Zealand),5.9,1.1,80,2.82,16,37
1421,Sweet corn on the cob; boiled 20 min (Sydney; Australia),7.7,1.1,80,2.82,16,48
1422,Sweet corn (Canada),10.6,1.2,80,2.82,18,59
1423,Sweet corn; boiled (USA),10.8,1.2,80,2.82,18,60
1424,Sweet corn; boiled (USA),10.8,1.2,80,2.82,18,60
1425,Sweet corn (South Africa),11.2,1.2,80,2.82,18,62
1426,mean of six studies,9.2,1.1,80,2.82,17,54
1427,Sweet corn; whole kernel; diet-pack; Featherweight; canned; drained; heated (USA),6.4,0.9,80,2.82,14,46
1428,Sweet corn; frozen; heated in microwave (Green Giant; Pillsbury Canada Ltd.; Toronto; Canada),7.1,1,80,2.82,15,47
1429,VEGETABLES; ROOT,,,,,,
1430,Beetroot (Canada)6,4.5,0.5,80,2.82,7,64
1431,Carrots,,,,,,
1432,Carrots; raw (Romania)5;6,1.3,0.5,80,2.82,8,16
1433,Carrots; peeled; boiled (Sydney; NSW; Australia)6,1.6,0.3,80,2.82,5,32
1434,Carrots; peeled; boiled (Sydney; NSW; Australia)6,2.5,0.3,80,2.82,5,49
1435,Carrots; NS8 (Canada)6÷,5.5,0.4,80,2.82,6,92
1436,mean of four studies,2.8,0.4,80,2.82,6,47
1437,Cassava; boiled; with salt (Kenya; Africa),12.4,1.8,100,3.53,27,46
1438,Parsnips (Canada)6,11.6,0.8,80,2.82,12,97
1439,Potato,,,,,,
1440,Baked potato,,,,,,
1441,Ontario; white; baked in skin (Canada),18,2,150,5.29,30,60
1442,Baked Potato; Russet Burbank potatoes,,,,,,
1443,Russet; baked without fat (Canada),,,,,,56
1444,Russet; baked without fat; 45-60 min (USA),,,,,,78
1445,Russet; baked without fat (USA),,,,,,94
1446,Russet; baked without fat (USA),,,,,,111
1447,mean of four studies,25.5,2,150,5.29,30,85
1448,Boiled potato,,,,,,
1449,Desiree; peeled; boiled 35 min (Australia),17.2,1.1,150,5.29,17,101
1450,Nardine (New Zealand),17.5,1.7,150,5.29,25,70
1451,Ontario; white; peeled; cut into cubes; boiled in salted water 15 min (Canada),15.7,1.8,150,5.29,27,58
1452,Pontiac; peeled; boiled whole for 30 min (Australia),14.6,1.7,150,5.29,26,56
1453,Pontiac; peeled; boiled 35 min (Australia),15.8,1.2,150,5.29,18,88
1454,Prince Edward Island; peeled; cubed; boiled in salted water 15 min (Canada),11.3,1.2,150,5.29,18,63
1455,Sebago; peeled; boiled 35 min (Australia),14.8,1.1,150,5.29,17,87
1456,Boiled/cooked potato; white/Type NS8,,,,,,
1457,Type NS (Kenya; Africa),6.7,1.9,150,5.29,28,24
1458,White; cooked (Romania)5,12.3,2,150,5.29,30,41
1459,White; boiled (Canada),14.6,1.8,150,5.29,27,54
1460,Type NS; boiled (Australia),10.6,1.3,150,5.29,19,56
1461,Type NS; boiled in salted water (India),25.8,2.3,150,5.29,34,76
1462,mean of five studies,14,1.9,150,5.29,28,50
1463,Type NS; boiled in salted water; refrigerated; reheated (India),7.8,2.3,150,5.29,34,23
1464,Canned potatoes,,,,,,
1465,Prince Edward Island; canned; heated in microwave (Avon; Cobi Foods Inc.; Port Williams; Canada),11,1.2,150,5.29,18,61
1466,New; canned; heated in microwave 3 min (Mint Tiny Taters?; Edgell's; Cheltenham; Vic; Australia),11.7,1.2,150,5.29,18,65
1467,mean of two studies,11.3,1.2,150,5.29,18,63
1468,French Fries,,,,,,
1469,French fries; frozen; reheated in microwave (Cavendish Farms; New Annan; Canada),21.8,1.9,150,5.29,29,75
